0.010371,-0.019963,-0,0,0,0
0.00758,-0.047421,-0.015971,-0.0082966,0,0
0.0041394,-0.071153,-0.029952,-0.0019157,0,0
0.00257,-0.08609,-0.041946,-0.0023537,0,0
0.0020404,-0.097743,-0.053888,-0.0039904,0,0
-0.0067847,-0.1235,-0.071465,-0.0050224,0,0
-5.3128e-05,-0.13473,-0.10463,0.0013119,0,0
-0.0070444,-0.15584,-0.12286,0.0080115,0,0
-0.012727,-0.17608,-0.15995,0.0016311,0,0
-0.013391,-0.18896,-0.19465,0.0033909,0,0
-0.00058335,-0.2105,-0.20773,0.0030587,0,0
0.0080268,-0.2305,-0.21292,0.0049082,0,0
0.022016,-0.25275,-0.212,-0.0039949,0,0
0.012627,-0.27349,-0.21335,-0.011625,0,0
0.007083,-0.28802,-0.21244,-0.00012387,0,0
0.010398,-0.30032,-0.20872,-0.0038477,0,0
0.017398,-0.31237,-0.20738,-0.011242,0,0
0.012358,-0.33653,-0.20723,-0.016933,0,0
0.010395,-0.34948,-0.21449,-0.01218,0,0
0.015585,-0.3587,-0.20777,-0.016106,0,0
0.015193,-0.37976,-0.20553,-0.023515,0,0
0.024331,-0.38574,-0.21264,-0.023204,0,0
0.029026,-0.38342,-0.20359,-0.033789,0,0
0.025509,-0.39114,-0.1986,-0.036928,0,0
0.025941,-0.39609,-0.20463,-0.037103,0,0
0.023362,-0.3929,-0.20297,-0.04466,0,0
0.020149,-0.39423,-0.19808,-0.047526,0,0
0.025792,-0.39004,-0.2008,-0.051176,0,0
0.024382,-0.39619,-0.19748,-0.061647,0,0
0.020981,-0.38573,-0.20369,-0.062292,0,0
0.017986,-0.37422,-0.19373,-0.065294,0,0
0.010156,-0.37132,-0.19309,-0.069135,0,0
0.023225,-0.36965,-0.19826,-0.068264,0,0
0.020548,-0.3687,-0.199,-0.08545,0,0
0.019261,-0.35855,-0.19943,-0.080111,0,0
0.031873,-0.35887,-0.19391,-0.084798,0,0
0.029469,-0.35056,-0.2002,-0.099511,0,0
0.018605,-0.34714,-0.19501,-0.096396,0,0
0.013161,-0.33995,-0.19795,-0.09504,0,0
0.006196,-0.33176,-0.19568,-0.10093,0,0
0.0023571,-0.31491,-0.19509,-0.10125,0,0
-0.0066254,-0.31009,-0.18989,-0.1036,0,0
-0.0013546,-0.29578,-0.19711,0.099187,0,0
0.00066986,-0.27973,-0.19141,0.10747,0,0
0.0033449,-0.2665,-0.19037,-0.10565,0,0
0.01386,-0.26337,-0.19206,-0.10671,0,0
0.0072722,-0.26073,-0.19813,-0.11419,0,0
0.0050216,-0.25904,-0.19842,-0.10538,0,0
0.00031483,-0.2443,-0.19898,-0.10899,0,0
-0.0001667,-0.23595,-0.19116,-0.10758,0,0
0.0062493,-0.2336,-0.19499,0.11008,0,0
0.0061354,-0.21911,-0.19859,-0.11547,0,0
0.0045347,-0.20355,-0.19131,-0.11278,0,0
-0.0046121,-0.18973,-0.19067,-0.11279,0,0
-0.014578,-0.17975,-0.19171,0.10734,0,0
-0.023369,-0.16839,-0.19401,0.10394,0,0
-0.020417,-0.16378,-0.19318,0.099967,0,0
-0.014943,-0.15311,-0.19724,0.10293,0,0
-0.0082659,-0.14532,-0.1936,0.10145,0,0
-0.0075633,-0.12956,-0.19532,0.10052,0,0
-0.0050713,-0.11356,-0.19055,0.095425,0,0
-0.0066025,-0.1082,-0.1904,0.095485,0,0
-0.0056407,-0.10463,-0.19678,0.09175,0,0
-0.0033351,-0.094751,-0.19786,0.092118,0,0
-0.006744,-0.082352,-0.19407,0.092257,0,0
-0.016514,-0.078736,-0.19256,0.08748,0,0
-0.026986,-0.068167,-0.19783,0.08036,0,0
-0.021875,-0.062849,-0.19366,0.074542,0,0
-0.028086,-0.041574,-0.19681,0.079517,0,0
-0.031189,-0.028459,-0.18723,0.067106,0,0
-0.033687,-0.016818,-0.19213,0.062733,0,0
-0.043546,-0.0053268,-0.19301,0.056359,0,0
-0.051228,0.0023629,-0.19311,0.043233,0,0
-0.045507,0.013498,0.19491,0.034293,0,0
-0.049398,0.037225,0.19015,0.033234,0,0
-0.056408,0.045515,0.17515,0.017588,0,0
-0.054668,0.052082,0.17531,0.0044341,0,0
-0.057273,0.072832,0.16592,0.0012493,0,0
-0.057259,0.082205,0.14285,0.015311,0,0
-0.051315,0.097605,0.13323,0.025191,0,0
-0.053717,0.10923,0.11009,0.031896,0,0
-0.053103,0.11951,0.090513,0.047647,0,0
-0.042978,0.13397,0.067423,0.056458,0,0
-0.040673,0.14306,0.038113,0.059347,0,0
-0.044148,0.14221,0.012725,0.072174,0,0
-0.030915,0.14841,0.0097505,0.084471,0,0
-0.034922,0.15071,0.043667,0.080629,0,0
-0.038684,0.15299,0.071466,0.097958,0,0
-0.034534,0.14946,0.10205,0.10555,0,0
-0.035325,0.15097,0.12846,0.10771,0,0
-0.039527,0.13767,0.16168,0.11774,0,0
-0.029796,0.13612,0.18033,0.12769,0,0
-0.018799,0.12225,0.19907,0.12529,0,0
-0.02207,0.11033,0.19167,0.12829,0,0
-0.015567,0.096564,0.19285,0.14126,0,0
-0.015618,0.086485,0.19174,0.13851,0,0
-0.020355,0.072804,0.19395,0.14557,0,0
-0.016781,0.048344,0.19179,0.15245,0,0
-0.021203,0.027521,0.18532,0.15082,0,0
-0.006521,0.0026393,0.18751,0.15986,0,0
-0.003929,-0.025895,0.18507,0.1497,0,0
0.0028588,-0.038581,-0.1777,0.15774,0,0
0.0047672,-0.060923,-0.17949,-0.15465,0,0
0.01712,-0.079666,-0.16152,-0.15663,0,0
0.0166,-0.10937,-0.14774,-0.14694,0,0
0.022416,-0.12833,-0.11929,-0.15134,0,0
0.022535,-0.16015,-0.10007,-0.14305,0,0
0.027915,-0.18354,-0.060321,-0.14197,0,0
0.041688,-0.22178,-0.028675,-0.13323,0,0
0.057641,-0.25259,-0.024589,-0.11985,0,0
0.066593,-0.27246,-0.070654,-0.10702,0,0
0.081996,-0.30705,-0.11857,-0.097898,0,0
0.09554,-0.34184,-0.18882,-0.077628,0,0
0.097611,-0.36097,-0.22088,-0.059636,0,0
0.10383,-0.38107,-0.21148,-0.046997,0,0
0.099828,-0.4109,-0.21206,-0.023742,0,0
0.10437,-0.42183,-0.21789,-0.0099095,0,0
0.11545,-0.43601,-0.20656,-0.016095,0,0
0.11827,-0.44582,-0.20851,-0.043106,0,0
0.12629,-0.46649,-0.20588,-0.061805,0,0
0.13409,-0.47468,-0.21241,-0.090183,0,0
0.1356,-0.48253,-0.20491,-0.11686,0,0
0.13558,-0.49628,-0.20471,-0.14022,0,0
0.13902,-0.49862,-0.20825,-0.16641,0,0
0.15091,-0.50817,-0.20141,-0.19629,0,0
0.14982,-0.51164,-0.20573,-0.20713,0,0
0.14174,-0.51565,-0.20208,-0.19935,0,0
0.14465,-0.51912,-0.2024,-0.19515,0,0
0.1515,-0.51537,-0.20208,-0.20175,0,0
0.15438,-0.51217,-0.19775,-0.20411,0,0
0.16064,-0.52123,-0.19807,-0.20173,0,0
0.16638,-0.5255,-0.20544,-0.20376,0,0
0.16028,-0.51394,-0.20256,-0.20345,0,0
